tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	1543	0	live	CYP1A1	AHH, AHRR, CP11, CYP1, CYPIA1, P1-450, P450-C, P450DX	cytochrome P450 family 1 subfamily A member 1	cytochrome P450 1A1|aryl hydrocarbon hydroxylase|cytochrome P1-450, dioxin-inducible|cytochrome P450 form 6|cytochrome P450, family 1, subfamily A, polypeptide 1|cytochrome P450, subfamily I (aromatic compound-inducible), polypeptide 1|cytochrome P450-C|cytochrome P450-P1|flavoprotein-linked monooxygenase|xenobiotic monooxygenase	15q24.1	15	NC_000015.10	74719542	74725610	minus	7	108330	
9606	Homo sapiens	1544	0	live	CYP1A2	CP12, CYPIA2, P3-450, P450(PA)	cytochrome P450 family 1 subfamily A member 2	cytochrome P450 1A2|P450 form 4|aryl hydrocarbon hydroxylase|cholesterol 25-hydroxylase|cytochrome P(3)450|cytochrome P450 4|cytochrome P450, family 1, subfamily A, polypeptide 2|cytochrome P450, subfamily I (aromatic compound-inducible), polypeptide 2|cytochrome P450-P3|dioxin-inducible P3-450|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase	15q24.1	15	NC_000015.10	74748843	74756600	plus	7	124060	
9606	Homo sapiens	1545	0	live	CYP1B1	ASGD6, CP1B, CYPIB1, GLC3A, P4501B1	cytochrome P450 family 1 subfamily B member 1	cytochrome P450 1B1|aryl hydrocarbon hydroxylase|cytochrome P450, family 1, subfamily B, polypeptide 1|cytochrome P450, subfamily I (dioxin-inducible), polypeptide 1 (glaucoma 3, primary infantile)|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase	2p22.2	2	NC_000002.12	38067603	38076181	minus	3	601771	
9606	Homo sapiens	1644	0	live	DDC	AADC	dopa decarboxylase	aromatic-L-amino-acid decarboxylase|dopa decarboxylase (aromatic L-amino acid decarboxylase)	7p12.2-p12.1	7	NC_000007.14	50458436	50565460	minus	18	107930	
9606	Homo sapiens	1892	0	live	ECHS1	ECHS1D, SCEH	enoyl-CoA hydratase, short chain 1	enoyl-CoA hydratase, mitochondrial|enoyl Coenzyme A hydratase, short chain, 1, mitochondrial|enoyl-CoA hydratase, short chain, 1, mitochondrial|short chain enoyl-CoA hydratase	10q26.3	10	NC_000010.11	133362483	133373404	minus	8	602292	
9606	Homo sapiens	1962	0	live	EHHADH	ECHD, FRTS3, L-PBE, LBFP, LBP, PBFE	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	peroxisomal bifunctional enzyme|3,2-trans-enoyl-CoA isomerase|L-3-hydroxyacyl-CoA dehydrogenase|L-bifunctional protein, peroxisomal|PBE|enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase|enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase|peroxisomal enoyl-CoA hydratase	3q27.2	3	NC_000003.12	185190624	185282886	minus	9	607037	
9606	Homo sapiens	2639	0	live	GCDH	ACAD5, GCD	glutaryl-CoA dehydrogenase	glutaryl-CoA dehydrogenase, mitochondrial|glutaryl-Coenzyme A dehydrogenase|truncated GCDH|truncated glutaryl-CoA dehydrogenase	19p13.13	19	NC_000019.10	12891129	12915345	plus	16	608801	
9606	Homo sapiens	3030	0	live	HADHA	ECHA, GBP, HADH, LCEH, LCHAD, MTPA, TP-ALPHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	trifunctional enzyme subunit alpha, mitochondrial|3-ketoacyl-Coenzyme A (CoA) thiolase, alpha subunit|3-oxoacyl-CoA thiolase|78 kDa gastrin-binding protein|gastrin-binding protein|hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit|hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit|long-chain 2-enoyl-CoA hydratase|long-chain-3-hydroxyacyl-CoA dehydrogenase|mitochondrial long-chain 2-enoyl-Coenzyme A (CoA) hydratase, alpha subunit|mitochondrial long-chain L-3-hydroxyacyl-Coenzyme A (CoA) dehydrogenase, alpha subunit|mitochondrial trifunctional enzyme, alpha subunit|mitochondrial trifunctional protein, alpha subunit	2p23.3	2	NC_000002.12	26190635	26244726	minus	20	600890	
9606	Homo sapiens	3033	0	live	HADH	HAD1, HADHSC, HCDH, HHF4, MSCHAD, SCHAD, HADH	hydroxyacyl-CoA dehydrogenase	hydroxyacyl-coenzyme A dehydrogenase, mitochondrial|L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain|medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase|short-chain 3-hydroxyacyl-CoA dehydrogenase|testis secretory sperm-binding protein Li 203a	4q25	4	NC_000004.12	107989714	108035175	plus	11	601609	
9606	Homo sapiens	3620	0	live	IDO1	IDO, IDO-1, INDO	indoleamine 2,3-dioxygenase 1	indoleamine 2,3-dioxygenase 1|indolamine 2,3 dioxygenase|indole 2,3-dioxygenase|indoleamine-pyrrole 2,3-dioxygenase	8p11.21	8	NC_000008.11	39913809	39928790	plus	10	147435	
9606	Homo sapiens	4128	0	live	MAOA	BRNRS, MAO-A	monoamine oxidase A	amine oxidase [flavin-containing] A|monoamine oxidase type A	Xp11.3	X	NC_000023.11	43654907	43746824	plus	16	309850	
9606	Homo sapiens	4129	0	live	MAOB		monoamine oxidase B	amine oxidase [flavin-containing] B|MAO, brain|MAO, platelet|MAO-B|adrenalin oxidase|monoamine oxidase type B|tyramine oxidase	Xp11.3	X	NC_000023.11	43766610	43882475	minus	18	309860	
9606	Homo sapiens	4967	0	live	OGDH	AKGDH, E1k, OGDC	oxoglutarate dehydrogenase	2-oxoglutarate dehydrogenase, mitochondrial|2-oxoglutarate dehydrogenase complex component E1|OGDC-E1|oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)|oxoglutarate decarboxylase|oxoglutarate dehydrogenase (succinyl-transferring)|testicular tissue protein Li 131	7p13	7	NC_000007.14	44606522	44709070	plus	26	613022	
9606	Homo sapiens	6999	0	live	TDO2	HYPTRP, TDO, TO, TPH2, TRPO	tryptophan 2,3-dioxygenase	tryptophan 2,3-dioxygenase|tryptamin 2,3-dioxygenase|tryptophan oxygenase|tryptophan pyrrolase|tryptophanase	4q32.1	4	NC_000004.12	155903693	155920406	plus	12	191070	
9606	Homo sapiens	7166	0	live	TPH1	TPRH, TRPH	tryptophan hydroxylase 1	tryptophan 5-hydroxylase 1|L-tryptophan hydroxylase|indoleacetic acid-5-hydroxylase|tryptophan 5-monooxygenase 1|tryptophan hydroxylase (tryptophan 5-monooxygenase)	11p15.1	11	NC_000011.10	18020537	18040788	minus	10	191060	
9606	Homo sapiens	8564	0	live	KMO	dJ317G22.1	kynurenine 3-monooxygenase	kynurenine 3-monooxygenase|kynurenine 3-hydroxylase	1q43	1	NC_000001.11	241531883	241595647	plus	17	603538	
9606	Homo sapiens	8942	0	live	KYNU	KYNUU, VCRL2	kynureninase	kynureninase|L-kynurenine hydrolase	2q22.2	2	NC_000002.12	142877626	143042316	plus	21	605197	
9606	Homo sapiens	11185	0	live	INMT	TEMT	indolethylamine N-methyltransferase	indolethylamine N-methyltransferase|amine N-methyltransferase|aromatic alkylamine N-methyltransferase|arylamine N-methyltransferase|indolamine N-methyltransferase|nicotine N-methyltransferase|thioether S-methyltransferase	7p14.3	7	NC_000007.14	30752135	30757602	plus	3	604854	
9606	Homo sapiens	23498	0	live	HAAO	3-HAO, HAO, VCRL1	3-hydroxyanthranilate 3,4-dioxygenase	3-hydroxyanthranilate 3,4-dioxygenase|3-hydroxyanthranilate oxygenase|3-hydroxyanthranilic acid dioxygenase|HAD	2p21	2	NC_000002.12	42766198	42794359	minus	11	604521	
9606	Homo sapiens	51166	0	live	AADAT	KAT2, KATII, KYAT2	aminoadipate aminotransferase	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial|2-aminoadipate aminotransferase|2-aminoadipate transaminase|KAT/AadAT|L kynurenine/alpha aminoadipate aminotransferase|alpha-aminoadipate aminotransferase|kynurenine aminotransferase II|kynurenine--oxoglutarate aminotransferase II|kynurenine--oxoglutarate transaminase 2|kynurenine--oxoglutarate transaminase II	4q33	4	NC_000004.12	170060222	170091699	minus	18	611754	
9606	Homo sapiens	55753	0	live	OGDHL		oxoglutarate dehydrogenase like	2-oxoglutarate dehydrogenase-like, mitochondrial|2-oxoglutarate dehydrogenase complex component E1-like|OGDC-E1-like|alpha-ketoglutarate dehydrogenase-like	10q11.23	10	NC_000010.11	49734641	49762379	minus	24	617513	
9606	Homo sapiens	56267	0	live	KYAT3	CCBL2, KAT3, KATIII	kynurenine aminotransferase 3	kynurenine--oxoglutarate transaminase 3|cysteine-S-conjugate beta-lyase 2|kynurenine aminotransferase III|kynurenine--glyoxylate transaminase|kynurenine--oxoglutarate transaminase III	1p22.2	1	NC_000001.11	88935773	88992960	minus	14	610656	
9606	Homo sapiens	121278	0	live	TPH2	ADHD7, NTPH	tryptophan hydroxylase 2	tryptophan 5-hydroxylase 2|neuronal tryptophan hydroxylase|tryptophan 5-monooxygenase 2	12q21.1	12	NC_000012.12	71938846	72032441	plus	13	607478	
9606	Homo sapiens	125061	0	live	AFMID	FKF, KF, KFA	arylformamidase	kynurenine formamidase|KFase|N-formylkynurenine formamidase|probable arylformamidase	17q25.3	17	NC_000017.11	78185102	78207702	plus	14		
9606	Homo sapiens	130013	0	live	ACMSD		aminocarboxymuconate semialdehyde decarboxylase	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase|picolinate carboxylase	2q21.3	2	NC_000002.12	134838319	134902906	plus	13	608889	
9606	Homo sapiens	169355	0	live	IDO2	INDOL1	indoleamine 2,3-dioxygenase 2	indoleamine 2,3-dioxygenase 2|IDO-2|indoleamine 2,3-dioxygenase-like 1 protein|indoleamine 2,3-dioxygenase-like protein 1|indoleamine-pyrrole 2,3 dioxygenase-like 1|indoleamine-pyrrole 2,3-dioxygenase-like protein 1	8p11.21	8	NC_000008.11	39934955	40016391	plus	11	612129	
9606	Homo sapiens	259307	0	live	IL4I1	FIG1, LAAO, LAO	interleukin 4 induced 1	L-amino-acid oxidase|Fig-1 protein|IL4-induced protein 1|interleukin four induced 1	19q13.33	19	NC_000019.10	49889654	49929539	minus	12	609742	
9606	Homo sapiens	8140	0	live	SLC7A5	4F2LC, CD98, D16S469E, E16, LAT1, MPE16	solute carrier family 7 member 5	large neutral amino acids transporter small subunit 1|4F2 light chain|CD98 light chain|L-type amino acid transporter 1|integral membrane protein E16|sodium-independent neutral amino acid transporter LAT1|solute carrier family 7 (amino acid transporter light chain, L system), member 5|solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	16q24.2	16	NC_000016.10	87830022	87869499	minus	11	600182	
9606	Homo sapiens	23428	0	live	SLC7A8	LAT2, LPI-PC1	solute carrier family 7 member 8	large neutral amino acids transporter small subunit 2|L-type amino acid transporter 2|integral membrane protein E16H|solute carrier family 7 (amino acid transporter light chain, L system), member 8|solute carrier family 7 (amino acid transporter, L-type), member 8|solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	14q11.2	14	NC_000014.9	23125295	23183660	minus	13	604235	
9606	Homo sapiens	7453	0	live	WARS	GAMMA-2, HMN9, IFI53, IFP53	tryptophanyl-tRNA synthetase	tryptophan--tRNA ligase, cytoplasmic|hWRS|interferon-induced protein 53|trpRS|tryptophan tRNA ligase 1, cytoplasmic	14q32.2	14	NC_000014.9	100333788	100376343	minus	15	191050	
9606	Homo sapiens	23475	0	live	QPRT	HEL-S-90nase, QPRT	quinolinate phosphoribosyltransferase	nicotinate-nucleotide pyrophosphorylase [carboxylating]|epididymis secretory sperm binding protein Li 90n|nicotinate-nucleotide pyrophosphorylase (carboxylating)	16p11.2	16	NC_000016.10	29670588	29698699	plus	5	606248	
9606	Homo sapiens	1557	0	live	CYP2C19	CPCJ, CYP2C, CYPIIC17, CYPIIC19, P450C2C, P450IIC19	cytochrome P450 family 2 subfamily C member 19	cytochrome P450 2C19|(R)-limonene 6-monooxygenase|(S)-limonene 6-monooxygenase|(S)-limonene 7-monooxygenase|S-mephenytoin 4-hydroxylase|cytochrome P-450 II C|cytochrome P450, family 2, subfamily C, polypeptide 19|cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 19|cytochrome P450-11A|cytochrome P450-254C|flavoprotein-linked monooxygenase|mephenytoin 4'-hydroxylase|mephenytoin 4-hydroxylase|microsomal monooxygenase|xenobiotic monooxygenase	10q23.33	10	NC_000010.11	94762681	94853205	plus	9	124020	
9606	Homo sapiens	1891	0	live	ECH1	HPXEL	enoyl-CoA hydratase 1	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial|delta3,5-delta2,4-dienoyl-CoA isomerase|delta3,5-delta2,4-dienoyl-coenzyme A isomerase|dienoyl-CoA isomerase|enoyl Coenzyme A hydratase 1, peroxisomal|enoyl-CoA hydratase 1, peroxisomal|peroxisomal enoyl-CoA hydratase 1	19q13.2	19	NC_000019.10	38815422	38831857	minus	10	600696	
9606	Homo sapiens	3295	0	live	HSD17B4	DBP, MFE-2, MPF-2, PRLTS1, SDR8C1	hydroxysteroid 17-beta dehydrogenase 4	peroxisomal multifunctional enzyme type 2|17-beta-HSD 4|17-beta-HSD IV|17-beta-hydroxysteroid dehydrogenase 4|17beta-estradiol dehydrogenase type IV|3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase|D-3-hydroxyacyl-CoA dehydratase|D-bifunctional protein, peroxisomal|beta-hydroxyacyl dehydrogenase|beta-keto-reductase|hydroxysteroid dehydrogenase 4|multifunctional protein 2|peroxisomal multifunctional protein 2|short chain dehydrogenase/reductase family 8C member 1	5q23.1	5	NC_000005.10	119452443	119542335	plus	25	601860	
9606	Homo sapiens	8659	0	live	ALDH4A1	ALDH4, P5CD, P5CDh	aldehyde dehydrogenase 4 family member A1	delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial|L-glutamate gamma-semialdehyde dehydrogenase|P5C dehydrogenase|aldehyde dehydrogenase family 4 member A1|mitochondrial delta-1-pyrroline 5-carboxylate dehydrogenase	1p36.13	1	NC_000001.11	18871430	18902799	minus	16	606811	
9606	Homo sapiens	216	0	live	ALDH1A1	ALDC, ALDH-E1, ALDH1, ALDH11, HEL-9, HEL-S-53e, HEL12, PUMB1, RALDH1	aldehyde dehydrogenase 1 family member A1	retinal dehydrogenase 1|ALDH class 1|ALHDII|RALDH 1|acetaldehyde dehydrogenase 1|aldehyde dehydrogenase 1, soluble|aldehyde dehydrogenase, liver cytosolic|epididymis luminal protein 12|epididymis luminal protein 9|epididymis secretory sperm binding protein Li 53e|retinaldehyde dehydrogenase 1	9q21.13	9	NC_000009.12	72900662	72953317	minus	13	100640	
9606	Homo sapiens	8854	0	live	ALDH1A2	RALDH(II), RALDH2, RALDH2-T	aldehyde dehydrogenase 1 family member A2	retinal dehydrogenase 2|RALDH 2|retinaldehyde-specific dehydrogenase type 2	15q21.3	15	NC_000015.10	57953424	58065923	minus	14	603687	
9606	Homo sapiens	314	0	live	AOC2	DAO2, RAO, SSAO	amine oxidase, copper containing 2	retina-specific copper amine oxidase|amine oxidase, copper containing 2 (retina-specific)|semicarbazide-sensitive amine oxidase	17q21.31	17	NC_000017.11	42844592	42850707	plus	4	602268	
9606	Homo sapiens	549	0	live	AUH		AU RNA binding methylglutaconyl-CoA hydratase	methylglutaconyl-CoA hydratase, mitochondrial|3-methylglutaconyl-CoA hydratase|AU RNA binding protein/enoyl-CoA hydratase|AU RNA-binding protein/enoyl-Coenzyme A hydratase|AU-binding protein/Enoyl-CoA hydratase|AU-specific RNA-binding enoyl-CoA hydratase|itaconyl-CoA hydratase	9q22.31	9	NC_000009.12	91213815	91361969	minus	19	600529	
9606	Homo sapiens	1738	0	live	DLD	DLDDH, E3, GCSL, LAD, PHE3, DLD	dihydrolipoamide dehydrogenase	dihydrolipoyl dehydrogenase, mitochondrial|E3 component of pyruvate dehydrogenase complex, 2-oxo-glutarate complex, branched chain keto acid dehydrogenase complex|diaphorase|glycine cleavage system L protein|glycine cleavage system protein L|lipoamide dehydrogenase|lipoamide reductase|lipoyl dehydrogenase	7q31.1	7	NC_000007.14	107891107	107921198	plus	14	238331	
9606	Homo sapiens	8050	0	live	PDHX	DLDBP, E3BP, OPDXD, PDX1, proX, PDHX	pyruvate dehydrogenase complex component X	pyruvate dehydrogenase protein X component, mitochondrial|dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex|lipoyl-containing pyruvate dehydrogenase complex component X|pyruvate dehydrogenase complex, E3-binding protein subunit|pyruvate dehydrogenase complex, lipoyl-containing component X	11p13	11	NC_000011.10	34915829	34996128	plus	12	608769	
9606	Homo sapiens	1743	0	live	DLST	DLTS	dihydrolipoamide S-succinyltransferase	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial|E2K|OGDC-E2|dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	14q24.3	14	NC_000014.9	74881891	74903747	plus	15	126063	
9606	Homo sapiens	3028	0	live	HSD17B10	17b-HSD10, ABAD, CAMR, DUPXp11.22, ERAB, HADH2, HCD2, HSD10MD, MHBD, MRPP2, MRX17, MRX31, MRXS10, SCHAD, SDR5C1	hydroxysteroid 17-beta dehydrogenase 10	3-hydroxyacyl-CoA dehydrogenase type-2|3-hydroxy-2-methylbutyryl-CoA dehydrogenase|AB-binding alcohol dehydrogenase|amyloid-beta peptide binding alcohol dehydrogenase|endoplasmic reticulum-associated amyloid beta-peptide-binding protein|mitochondrial RNase P subunit 2|mitochondrial ribonuclease P protein 2|short chain L-3-hydroxyacyl-CoA dehydrogenase type 2|short chain type dehydrogenase/reductase XH98G2	Xp11.22	X	NC_000023.11	53431258	53434376	minus	6	300256	
9606	Homo sapiens	3032	0	live	HADHB	ECHB, MSTP029, MTPB, TP-BETA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	trifunctional enzyme subunit beta, mitochondrial|2-enoyl-Coenzyme A (CoA) hydratase, beta subunit|3-ketoacyl-Coenzyme A (CoA) thiolase of mitochondrial trifunctional protein, beta subunit|acetyl-CoA acyltransferase|beta-ketothiolase|hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit|hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	2p23.3	2	NC_000002.12	26244748	26290465	plus	17	143450	
9606	Homo sapiens	89874	0	live	SLC25A21	ODC, ODC1	solute carrier family 25 member 21	mitochondrial 2-oxodicarboxylate carrier|oxodicarboxylate carrier|solute carrier family 25 (mitochondrial oxoadipate carrier), member 21|solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21	14q13.3	14	NC_000014.9	36677921	37172660	minus	13	607571	
9606	Homo sapiens	64802	0	live	NMNAT1	LCA9, NMNAT, PNAT1	nicotinamide nucleotide adenylyltransferase 1	nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1|NMN adenylyltransferase 1|NMN/NaMN adenylyltransferase 1|NaMN adenylyltransferase 1|nicotinamide mononucleotide adenylyltransferase 1|nicotinate-nucleotide adenylyltransferase 1|pyridine nucleotide adenylyltransferase 1	1p36.22	1	NC_000001.11	9942923	9996739	plus	9	608700	
